City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,mendoza,-32.8908,-68.8272,24.74,5,0,5.14,AR,1698638401
297,nouadhibou,20.931,-17.0347,19.99,88,0,2.57,MR,1698638627
298,menongue,-14.6585,17.691,21.14,55,89,1.4,AO,1698638628
299,northam,51.0333,-4.2167,12.59,96,92,6.34,GB,1698638628
300,ad dawadimi,24.5077,44.3924,20.64,50,98,2.34,SA,1698638628
301,sitka,57.0531,-135.33,4.25,86,100,1.81,US,1698638452
302,ceyhan,37.0247,35.8175,16.19,39,74,1.7,TR,1698638629
303,jumla,29.2747,82.1838,15.81,39,0,1.44,NP,1698638630
304,dryden,49.7833,-92.7503,-6.84,93,100,3.6,CA,1698638630
305,yanam,16.7333,82.2167,29.99,53,0,3.37,IN,1698638630
306,kununurra,-15.7667,128.7333,36.99,28,98,1.54,AU,1698638603
307,manta,-0.95,-80.7333,24.88,78,40,2.06,EC,1698638631
308,san fernando,15.0286,120.6898,31.85,58,97,5.14,PH,1698638632
309,labytnangi,66.6572,66.4183,-15.0,98,93,1.44,RU,1698638632
310,dobrotesti,44.2833,24.8833,13.78,61,0,2.19,RO,1698638633
311,ulaangom,49.9811,92.0667,-0.53,63,100,1.38,MN,1698638633
312,florence,43.7667,11.25,19.66,85,75,3.09,IT,1698638511
313,valparaiso,-33.0393,-71.6273,12.8,87,75,1.03,CL,1698638634
314,afaahiti,-17.75,-149.2833,25.93,83,40,8.24,PF,1698638634
315,ancud,-41.8697,-73.8203,7.23,79,100,8.45,CL,1698638635
316,mar del plata,-38.0023,-57.5575,15.49,61,0,3.58,AR,1698638550
317,ayacucho,-13.1583,-74.2239,15.34,76,76,1.26,PE,1698638635
318,sabang,5.8933,95.3214,27.75,74,100,3.8,ID,1698638636
319,porto novo,6.4965,2.6036,27.9,85,69,1.34,BJ,1698638436
320,westport,41.1415,-73.3579,13.51,89,100,4.02,US,1698638416
321,anchorage,61.2181,-149.9003,5.92,80,100,0.45,US,1698638414
322,beyneu,45.3167,55.2,12.86,67,100,3.51,KZ,1698638637
323,al bayda',32.7627,21.7551,15.76,95,38,2.24,LY,1698638638
324,ramadi,33.4226,43.3058,26.02,30,100,2.37,IQ,1698638638
325,camiri,-20.05,-63.5167,23.02,76,74,0.4,BO,1698638639
326,roseland,38.4221,-122.728,14.95,51,0,3.6,US,1698638359
327,onega,63.9061,38.1404,-5.13,88,83,2.65,RU,1698638640
328,gaalkacyo,6.7697,47.4308,24.44,83,87,3.77,SO,1698638412
329,martinsburg,39.4562,-77.9639,15.96,93,100,1.48,US,1698638640
330,cabedelo,-6.9811,-34.8339,23.37,78,99,5.19,BR,1698638641
331,ulanhot,46.0833,122.0833,9.03,12,7,3.1,CN,1698638612
332,chernyshevskiy,63.0128,112.4714,-9.32,88,100,2.3,RU,1698638642
333,malabar,-33.9667,151.25,35.57,39,0,10.8,AU,1698638642
334,tan-tan,28.438,-11.1032,18.96,64,98,0.96,MA,1698638643
335,kayyerkan,69.3786,87.7439,-19.84,83,65,1.63,RU,1698638643
336,taltal,-25.4,-70.4833,15.17,85,18,1.73,CL,1698638421
337,sturgis,41.7992,-85.4192,5.89,93,100,3.6,US,1698638644
338,kerikeri,-35.2268,173.9474,17.73,94,100,2.68,NZ,1698638645
339,vila do maio,15.1333,-23.2167,24.44,74,96,2.51,CV,1698638645
340,mabopane,-25.4977,28.1007,11.48,66,100,9.67,ZA,1698638646
341,ulsteinvik,62.3432,5.8487,4.31,55,1,4.02,NO,1698638646
342,lorengau,-2.0226,147.2712,25.41,85,100,1.99,PG,1698638647
343,melo,-32.3667,-54.1833,19.16,89,57,2.79,UY,1698638648
344,port saint john's,-31.6229,29.5448,14.45,63,97,1.5,ZA,1698638648
345,gamay,12.3854,125.2979,28.09,88,98,4.05,PH,1698638649
346,kayar,14.9192,-17.1211,27.11,80,99,3.26,SN,1698638649
347,kirakira,-10.4544,161.9205,28.74,77,89,4.17,SB,1698638650
348,tougan,13.0667,-3.0667,26.77,31,0,1.4,BF,1698638650
349,dalandzadgad,43.5708,104.425,12.91,28,35,10.92,MN,1698638651
350,manacapuru,-3.2997,-60.6206,28.55,48,11,1.69,BR,1698638652
351,hopelchen,19.7667,-89.85,24.68,60,49,1.45,MX,1698638652
352,ifrane,33.3333,-5.25,9.93,74,100,7.96,MA,1698638653
353,bahia blanca,-38.7196,-62.2724,9.34,72,100,2.24,AR,1698638653
354,chapaev,50.2,51.1667,5.51,74,100,7.22,KZ,1698638654
355,vespasiano,-19.6919,-43.9233,22.56,93,75,2.57,BR,1698638654
356,wuyang,31.9925,116.2472,26.48,38,0,2.04,CN,1698638655
357,arkhangel'sk,64.5401,40.5433,-4.37,81,54,2.57,RU,1698638655
358,alvin,29.4238,-95.2441,18.27,83,100,6.17,US,1698638657
359,arteche,12.2645,125.4048,27.99,87,99,4.37,PH,1698638657
360,fallon,39.4735,-118.7774,1.93,44,0,0.0,US,1698638409
361,aoulef,26.9667,1.0833,27.04,18,31,3.79,DZ,1698638658
362,pyt-yakh,60.7499,72.8582,-9.08,90,51,3.09,RU,1698638659
363,tahe,52.3333,124.7333,-0.69,38,9,5.75,CN,1698638659
364,qusmuryn,52.4503,64.6311,6.13,90,100,7.94,KZ,1698638660
365,aswan,24.0934,32.907,26.61,69,0,2.57,EG,1698638660
366,colonia,50.9333,6.95,12.76,81,0,4.63,DE,1698638661
367,lerwick,60.1545,-1.1494,8.0,63,11,13.08,GB,1698638661
368,bamboo flat,11.7,92.7167,30.05,74,40,3.6,IN,1698638658
369,san ignacio de velasco,-16.3667,-60.95,26.17,59,25,2.28,BO,1698638662
370,xiangxiang,27.7333,112.5333,26.4,49,0,0.66,CN,1698638663
371,acajutla,13.5928,-89.8275,25.81,85,100,5.23,SV,1698638663
372,kencong,-8.2833,113.3667,31.52,54,26,4.84,ID,1698638664
373,broome,42.2506,-75.833,9.28,97,100,4.12,US,1698638664
374,aasiaat,68.7098,-52.8699,-5.29,83,100,4.09,GL,1698638665
375,barra de santo antonio,-9.4047,-35.5072,22.6,73,94,4.28,BR,1698638665
376,mokopane,-24.1944,29.0097,12.17,68,57,2.06,ZA,1698638666
377,kavieng,-2.5744,150.7967,25.15,90,100,4.95,PG,1698638532
378,fort st. john,56.2499,-120.8529,-3.06,80,75,2.06,CA,1698638411
379,nanchang,28.6833,115.8833,26.33,43,0,1.46,CN,1698638406
380,wanning,18.8003,110.3967,26.98,79,59,5.94,CN,1698638668
381,trinity beach,-16.7888,145.6968,33.34,45,96,6.69,AU,1698638669
382,port augusta,-32.5,137.7667,28.71,22,56,8.81,AU,1698638669
383,krasnoural'sk,58.3638,60.0407,-5.23,93,100,4.12,RU,1698638670
384,nikolayevsk-on-amure,53.1406,140.73,5.2,46,19,1.77,RU,1698638671
385,labrador city,52.9463,-66.9114,-4.05,86,40,3.09,CA,1698638412
386,sao gabriel da cachoeira,-0.1303,-67.0892,22.94,97,100,0.88,BR,1698638435
387,celestun,20.8667,-90.4,25.52,79,24,5.02,MX,1698638672
388,bemidji,47.4736,-94.8803,-6.64,92,0,3.6,US,1698638431
389,amalapuram,16.5833,82.0167,30.13,53,1,2.98,IN,1698638673
390,sandnessjoen,66.0217,12.6316,-3.71,73,24,3.63,NO,1698638488
391,illizi,26.4833,8.4667,20.89,22,5,1.29,DZ,1698638674
392,st. john's,47.5649,-52.7093,4.98,62,100,11.83,CA,1698638501
393,saint-pierre,-21.3393,55.4781,26.98,65,10,1.54,RE,1698638675
394,antsiranana,-12.2787,49.2917,25.42,78,20,6.17,MG,1698638676
395,sultanah,24.4926,39.5857,20.25,77,0,2.57,SA,1698638676
396,paka,4.6374,103.4368,30.96,66,40,1.54,MY,1698638677
397,tromso,69.6496,18.957,-2.99,93,75,1.03,NO,1698638677
398,arar,30.9753,41.0381,20.01,64,75,3.6,SA,1698638677
399,ebon,4.582,168.6964,28.67,71,79,2.37,MH,1698638678
400,kuchinda,21.7333,84.35,26.04,55,0,1.12,IN,1698638678
401,altamont,42.2068,-121.7372,3.0,55,0,2.06,US,1698638679
402,kiruna,67.8557,20.2251,-19.49,84,75,2.06,SE,1698638679
403,shashemene,7.2,38.6,14.73,95,98,1.19,ET,1698638680
404,aripuana,-9.1667,-60.6333,28.69,41,71,0.7,BR,1698638680
405,pratapgarh,24.0333,74.7833,26.18,33,77,2.23,IN,1698638681
406,lensk,60.7253,114.9278,-4.89,63,100,4.59,RU,1698638681
407,geraldton,-28.7667,114.6,23.23,53,1,8.23,AU,1698638491
408,eyl,7.9803,49.8164,26.78,74,88,4.86,SO,1698638682
409,baruun-urt,46.6806,113.2792,5.47,34,91,5.21,MN,1698638683
410,miramar,25.9873,-80.2323,26.67,80,0,5.66,US,1698638585
411,kralendijk,12.15,-68.2667,28.99,74,100,1.54,BQ,1698638684
412,lourdes,43.1,-0.05,13.51,88,100,1.54,FR,1698638684
413,beberibe,-4.1797,-38.1306,25.94,74,40,6.52,BR,1698638685
414,gewane,10.1664,40.6453,25.68,63,94,1.21,ET,1698638685
415,marka,1.7159,44.7717,25.47,83,94,2.7,SO,1698638686
416,zhangatas,43.5667,69.75,18.89,41,81,7.06,KZ,1698638686
417,vilyuchinsk,52.9306,158.4028,3.85,56,88,3.91,RU,1698638489
418,el granada,37.5027,-122.4694,16.9,39,0,5.14,US,1698638687
419,lubuklinggau,-3.3,102.8667,33.47,31,29,1.84,ID,1698638687
420,tofol,5.3248,163.0078,30.88,66,75,3.09,FM,1698638688
421,tame,6.461,-71.73,22.88,85,100,1.39,CO,1698638688
422,mirnyy,62.5353,113.9611,-7.95,87,100,2.87,RU,1698638689
423,port alfred,-33.5906,26.891,14.76,60,98,6.96,ZA,1698638689
424,thinadhoo,0.5333,72.9333,27.45,78,57,6.81,MV,1698638690
425,krasnozerskoye,53.9828,79.2374,-1.66,60,100,5.81,RU,1698638690
426,pieksamaki,62.3,27.1333,-5.75,79,10,1.46,FI,1698638690
427,merizo village,13.2658,144.6691,31.31,82,41,4.38,GU,1698638691
428,inhambane,-23.865,35.3833,19.99,93,75,6.69,MZ,1698638691
429,praya,14.9215,-23.5087,24.3,78,20,2.57,CV,1698638692
430,aioun,16.6614,-9.6149,30.99,27,63,2.52,MR,1698638692
431,pyrzyce,53.1462,14.8926,12.37,82,100,6.15,PL,1698638693
432,happy valley-goose bay,53.3168,-60.3315,-1.83,54,75,8.23,CA,1698638693
433,ghat,24.9647,10.1728,23.31,23,1,1.79,LY,1698638694
434,homer,59.6425,-151.5483,7.94,66,75,0.0,US,1698638694
435,tugulym,57.0591,64.6425,-3.96,93,100,5.41,RU,1698638694
436,hassi messaoud,31.6804,6.0729,23.92,20,0,2.06,DZ,1698638695
437,al jawf,29.5,38.75,17.0,81,98,4.65,SA,1698638695
438,prado,-17.3411,-39.2208,23.75,77,79,4.51,BR,1698638696
439,puerto lempira,15.2667,-83.7667,25.2,83,31,0.35,HN,1698638696
440,bonthe,7.5264,-12.505,25.61,84,59,1.15,SL,1698638697
441,trincomalee,8.5711,81.2335,27.5,74,91,0.45,LK,1698638697
442,galle,6.0367,80.217,27.98,70,94,0.67,LK,1698638681
443,puerto aysen,-45.4,-72.7,-5.18,98,64,0.32,CL,1698638552
444,yemetsk,63.4721,41.7941,-7.2,97,45,1.7,RU,1698638699
445,udayagiri,20.1333,84.3833,24.44,51,0,1.4,IN,1698638699
446,hermanus,-34.4187,19.2345,11.53,68,0,8.11,ZA,1698638699
447,hobyo,5.3505,48.5268,24.51,85,100,2.92,SO,1698638700
448,road town,18.4167,-64.6167,27.83,80,99,7.61,VG,1698638625
449,santa terezinha,-29.9002,-50.0904,20.04,93,78,2.52,BR,1698638701
450,holualoa,19.6228,-155.9522,26.91,64,0,2.06,US,1698638701
451,chui,-33.6971,-53.4616,17.42,92,59,2.03,UY,1698638702
452,port-saint-louis-du-rhone,43.3833,4.8,20.13,83,75,5.66,FR,1698638702
453,verkhnevilyuysk,63.4453,120.3167,-7.82,88,100,2.46,RU,1698638703
454,singrauli,24.1997,82.6753,23.94,49,8,1.52,IN,1698638703
455,vorkuta,67.5,64.0,-19.69,100,52,1.58,RU,1698638704
456,palikir - national government center,6.9248,158.1611,28.41,79,100,2.06,FM,1698638705
457,al qusiyah,27.4402,30.8184,21.15,75,30,3.46,EG,1698638705
458,summerside,46.3959,-63.7876,2.28,75,52,3.6,CA,1698638706
459,la mesa,32.7678,-117.0231,19.51,19,0,2.57,US,1698638517
460,tazovsky,67.4667,78.7,-16.33,94,23,0.9,RU,1698638707
461,macapa,0.0389,-51.0664,27.99,69,20,3.6,BR,1698638531
462,tual,-5.6667,132.75,27.8,77,78,3.79,ID,1698638708
463,queenstown,-31.8976,26.8753,4.19,86,26,4.63,ZA,1698638708
464,sao desiderio,-12.3633,-44.9733,24.03,27,34,2.01,BR,1698638709
465,youkounkoun,12.5333,-13.1333,23.48,93,38,1.3,GN,1698638709
466,dudinka,69.4058,86.1778,-19.66,99,66,0.69,RU,1698638710
467,weno,7.4515,151.8468,28.51,77,83,4.72,FM,1698638710
468,bubaque,11.2833,-15.8333,28.21,74,72,3.83,GW,1698638711
469,arrifes,37.7667,-25.7,13.84,88,20,3.09,PT,1698638711
470,san andres,12.5847,-81.7006,25.01,100,20,1.03,CO,1698638492
471,east london,-33.0153,27.9116,12.34,77,56,1.97,ZA,1698638432
472,mudanya,40.3753,28.8822,17.22,86,4,0.73,TR,1698638712
473,roma,43.2128,-75.4557,7.15,92,100,4.63,US,1698638530
474,alappuzha,9.49,76.3264,27.78,78,100,1.21,IN,1698638713
475,sur,22.5667,59.5289,27.77,59,72,0.98,OM,1698638714
476,siwa oasis,29.2041,25.5195,20.86,76,0,2.82,EG,1698638714
477,akhisar,38.9185,27.8401,16.56,84,6,1.77,TR,1698638715
478,nadym,65.5333,72.5167,-12.89,89,15,1.57,RU,1698638715
479,montepuez,-13.1256,38.9997,23.52,73,90,2.75,MZ,1698638716
480,houmt el souk,33.8758,10.8575,23.97,73,20,3.09,TN,1698638716
481,sakiai,54.9547,23.0358,11.85,82,100,8.59,LT,1698638717
482,kattivakkam,13.2167,80.3167,28.05,92,98,4.52,IN,1698638717
483,el calafate,-50.3408,-72.2768,2.95,66,3,4.08,AR,1698638718
484,port douglas,-16.4833,145.4667,25.66,61,97,5.38,AU,1698638719
485,hoima,1.4356,31.3436,17.51,95,83,0.88,UG,1698638720
486,charlottetown,46.2352,-63.1267,4.16,82,40,4.12,CA,1698638720
487,hamilton,39.1834,-84.5333,13.35,96,100,2.57,US,1698638721
488,quellon,-43.1167,-73.6167,5.79,89,100,4.31,CL,1698638721
489,pisco,-13.7,-76.2167,19.03,82,71,4.12,PE,1698638721
490,urucara,-2.5364,-57.76,28.12,46,70,1.24,BR,1698638722
491,srandakan,-7.9386,110.2506,30.38,60,36,6.97,ID,1698638722
492,ladario,-19.0047,-57.6017,27.66,54,33,1.51,BR,1698638723
493,mugia,43.1041,-9.2179,13.28,65,52,9.74,ES,1698638723
494,richmond,37.5538,-77.4603,21.24,83,0,2.06,US,1698638660
495,yinchuan,38.4681,106.2731,18.87,19,4,4.63,CN,1698638725
496,kota belud,6.351,116.4305,31.34,60,100,2.62,MY,1698638725
497,dzuunmod,48.2199,97.3744,2.34,58,92,5.78,MN,1698638726
498,urangan,-25.3,152.9,22.2,59,2,4.66,AU,1698638726
499,kindu,-2.95,25.95,22.35,88,100,0.8,CD,1698638727
500,guajara mirim,-10.7828,-65.3394,22.81,96,100,1.42,BR,1698638727
501,zima,53.9202,102.0442,-2.04,42,39,2.56,RU,1698638727
502,uturoa,-16.7333,-151.4333,26.57,77,7,6.26,PF,1698638467
503,spring creek,40.7266,-115.5859,-2.06,41,1,0.84,US,1698638685
504,cooper's town,26.8667,-77.5167,25.7,75,24,9.37,BS,1698638729
505,kudahuvadhoo,2.6708,72.8944,27.92,72,79,5.98,MV,1698638729
506,saldanha,-33.0117,17.9442,14.03,54,0,7.91,ZA,1698638730
507,ta`u,-14.2336,-169.5144,27.26,80,80,8.02,AS,1698638730
508,mount isa,-20.7333,139.5,34.87,31,100,4.12,AU,1698638468
509,mancio lima,-7.6142,-72.8958,25.04,100,100,1.54,BR,1698638731
510,khandyga,62.6667,135.6,-5.8,94,100,2.08,RU,1698638498
511,qarqaraly,49.4058,75.4742,8.85,89,100,8.79,KZ,1698638732
512,saint-denis,48.9167,2.3333,11.34,91,0,3.09,FR,1698638732
513,gizo,-8.103,156.8419,28.32,77,86,4.14,SB,1698638733
514,snezhinsk,56.085,60.7314,-3.35,97,100,3.13,RU,1698638733
515,axim,4.8699,-2.2405,25.46,87,42,1.06,GH,1698638734
516,barentu,15.1139,37.5928,23.21,62,98,0.8,ER,1698638734
517,batu pahat,1.8548,102.9325,29.49,68,64,1.16,MY,1698638735
518,veraval,20.9,70.3667,29.48,40,24,4.29,IN,1698638735
519,asosa,10.0667,34.5333,14.92,96,100,2.03,ET,1698638736
520,cockburn town,21.4612,-71.1419,28.43,80,39,5.14,TC,1698638736
521,kiunga,-6.1219,141.2906,29.36,68,100,0.7,PG,1698638736
522,sake,-1.5736,29.045,16.07,93,14,0.12,CD,1698638737
523,shyryayeve,47.3805,30.1964,12.1,58,74,3.71,UA,1698638738
524,langsa,4.4683,97.9683,31.07,61,93,1.23,ID,1698638738
525,tucuma,-0.1833,-50.05,26.33,78,40,3.47,BR,1698638739
526,beloyarskiy,63.7119,66.6722,-12.22,97,79,1.34,RU,1698638739
527,markovo,57.3206,107.0881,-3.66,51,83,3.31,RU,1698638739
528,wakkanai,45.4094,141.6739,11.99,75,20,2.57,JP,1698638740
529,maintirano,-18.0667,44.0167,26.37,74,1,4.98,MG,1698638741
530,bulata,9.8599,122.4016,29.27,73,45,3.47,PH,1698638741
531,nuuk,64.1835,-51.7216,8.34,39,100,11.83,GL,1698638742
532,ji'an,27.1172,114.9793,25.83,54,0,1.65,CN,1698638743
533,fish town,5.1964,-7.8756,21.75,99,22,0.25,LR,1698638743
534,afif,23.9065,42.9172,20.66,63,100,1.85,SA,1698638744
535,zhanaozen,43.3,52.8,14.21,53,98,6.56,KZ,1698638745
536,loiza,18.4313,-65.8802,26.99,87,20,1.54,PR,1698638745
537,gafargaon,24.4333,90.5667,26.79,70,1,1.97,BD,1698638746
538,kimbe,-5.5502,150.1429,27.99,83,79,1.47,PG,1698638746
539,la passe,45.5549,-0.8967,13.13,94,100,6.03,FR,1698638747
540,ibi,38.6253,-0.5723,13.67,59,100,2.3,ES,1698638747
541,touros,-5.1989,-35.4608,25.21,74,21,6.41,BR,1698638748
542,dehui,44.5333,125.7,13.15,26,21,5.49,CN,1698638748
543,pimenta bueno,-11.6725,-61.1936,28.35,52,83,0.72,BR,1698638749
544,kalkaman,51.9525,76.0211,4.53,98,100,4.95,KZ,1698638749
545,hell-ville,-13.4,48.2667,22.93,74,40,1.03,MG,1698638750
546,posto fiscal rolim de moura,-13.0833,-62.2667,26.77,60,35,1.63,BR,1698638750
547,namie,37.4833,141.0,20.95,65,33,4.4,JP,1698638751
548,booue,-0.0921,11.9385,22.53,96,100,0.58,GA,1698638751
549,karnobat,42.65,26.9833,10.91,68,0,0.38,BG,1698638752
550,guerrero negro,27.9769,-114.0611,21.06,50,0,3.7,MX,1698638752
551,bikenibeu village,1.3673,173.1241,31.98,66,20,3.09,KI,1698638753
552,grants,35.1473,-107.8514,1.13,40,0,3.09,US,1698638753
553,xintai,35.9006,117.7519,24.21,35,74,5.25,CN,1698638754
554,nowe,53.6491,18.7272,11.31,85,100,6.15,PL,1698638754
555,vaasa,63.096,21.6158,-1.7,93,75,0.51,FI,1698638755
556,rabo de peixe,37.8,-25.5833,14.43,99,20,3.09,PT,1698638755
557,tongouson,5.0214,120.1328,29.18,64,26,1.65,PH,1698638756
558,changyon,38.2508,125.0961,19.96,55,19,4.31,KP,1698638756
559,yanbu,24.0891,38.0637,25.02,94,0,0.0,SA,1698638756
560,kendari,-3.945,122.4989,32.67,44,81,3.41,ID,1698638579
561,meldola,44.1283,12.0625,20.32,86,100,0.89,IT,1698638757
562,langarud,37.197,50.1535,17.03,82,69,3.21,IR,1698638758
563,ikryanoye,46.0932,47.7308,7.99,73,29,3.89,RU,1698638758
564,mu'minobod,38.1085,70.0285,15.35,28,16,1.54,TJ,1698638758
565,sillamae,59.3997,27.7547,0.47,92,100,5.95,EE,1698638759
566,lisakovsk,52.5369,62.4936,3.38,97,100,8.19,KZ,1698638759
567,nogliki,51.8333,143.1667,5.75,51,1,2.68,RU,1698638564
568,rongelap,11.1635,166.8941,28.57,76,19,8.5,MH,1698638760
569,coquimbo,-29.9533,-71.3436,14.85,88,0,2.57,CL,1698638543
570,dawson creek,55.7666,-120.2362,-2.2,74,0,0.0,CA,1698638761
571,tynda,55.1667,124.7167,-6.22,64,86,5.24,RU,1698638762
572,kaliganj,23.4095,89.1402,27.13,62,4,2.61,BD,1698638762
573,guanambi,-14.2233,-42.7814,24.56,47,57,4.01,BR,1698638763
574,maraba,-5.3686,-49.1178,27.1,78,37,1.54,BR,1698638529
575,miquelon,47.0975,-56.3814,6.0,54,68,12.88,PM,1698638764
576,chibougamau,49.9168,-74.3659,-1.21,86,100,3.6,CA,1698638580
577,igrim,63.1906,64.4162,-9.55,82,100,2.87,RU,1698638764
578,myanaung,18.2833,95.3167,27.94,76,97,4.45,MM,1698638765
579,pangai,-19.8,-174.35,25.06,94,75,7.2,TO,1698638765
580,angaur state,6.906,134.13,28.24,76,53,4.47,PW,1698638766
581,tsengel,49.4783,100.8894,-0.95,64,90,1.77,MN,1698638767
582,tongren,27.7172,109.1853,25.7,52,0,0.53,CN,1698638768
583,smithers,54.7804,-127.1743,-2.82,74,75,0.0,CA,1698638497
584,berwick,41.0545,-76.2333,11.32,96,100,0.68,US,1698638769
585,zakynthos,37.7914,20.8953,18.13,71,0,2.78,GR,1698638485
586,copala,16.65,-98.9833,25.88,88,35,2.07,MX,1698638507
587,papao,-17.75,-149.55,26.82,83,11,9.1,PF,1698638770
588,knjazevac,43.5648,22.2502,6.79,55,0,2.47,RS,1698638771
589,quatre cocos,-20.2078,57.7625,26.72,71,23,5.33,MU,1698638771
590,candas,50.1069,2.2588,10.31,95,78,5.39,FR,1698638772
591,krasnyy chikoy,50.3643,108.7512,-1.09,47,100,1.25,RU,1698638772
592,obonoma,4.7084,6.7931,24.55,87,100,1.13,NG,1698638772
593,mbale,1.0821,34.175,18.51,88,48,0.99,UG,1698638773
594,pingzhuang,42.0372,119.2889,12.8,24,4,2.57,CN,1698638773
595,'ali sabieh,11.1558,42.7125,21.89,81,97,6.28,DJ,1698638559
